"樟原","Zhangyuan"
"月眉潭","Yuemeitan"
"興隆路","Xinglong Rd."
"旗屏路","Qiping Rd."
"四腳亭坑路","Sijiaotingkeng Rd."
"龍川5街","Longchuan 5th St."
"同安西巷","Tong’an W. Ln."
"文賢3街","Wenxian 3rd St."
"星友街","Xingyou St."
"新朝嶺","Xinchaoling"
"永康4街","Yongkang 4th St."
"義7路","Yi 7th Rd."
"崇道路","Chongdao Rd."
"宮田街","Gongtian St."
"永隆2街","Yonglong 2nd St."
"香源路","Xiangyuan Rd."
"大聖4街","Dasheng 4th St."
"民生新街","Minshengxin St."
"長源里","Changyuan Vil."
"泉州厝","Quanzhoucuo"
"後旦街","Houdan St."
"南靖寮","Nanjingliao"
"茂林巷","Maolin Ln."
"錫安路","Xi’an Rd."
"大順路","Dashun Rd."
"小湖","Xiaohu"
"新行街","Xinxing St."
"華夏一村","Huaxia 1st Vil."
"市東路","Shidong Rd."
"大學11街","Daxue 11th St."
"中埔7街","Zhongpu 7th St."
"珊瑚路","Shanhu Rd."
"知恥路","Zhichi Rd."
"白河水庫","Baihe Reservoir"
"左營大路","Zuoying Avenue"
"田心街","Tianxin St."
"益東街","Yidong St."
"桃山巷","Taoshan Ln."
"慶豐9街","Qingfeng 9th St."
"旗杆路","Qigan Rd."
"泰良街","Tailiang St."
"南山4街","Nanshan 4th St."
"博物館路","Museum Rd."
"新建巷","Xinjian Ln."
"慈安六村","Ci’an 6th Vil."
"番子厝","Fanzicuo"
"建德","Jiande 2nd Ln."
"文雅路","Wenya Rd."
"梅竹蹊","Meizhuxi"
"明清2街","Mingqing 2nd St."
"小埤頭","Xiaopitou"
"江厝南巷","Jiangcuo S. Ln."
"愛5路","Ai 5th Rd."
"楠都西巷","Nandu W. Ln."
"民族7街","Minzu 7th St."
"渴望2路","Kewang 2nd Rd."
"玉門街","Yumen St."
"大溪5街","Daxi 5th St."
"高坪8路","Gaoping 8th Rd."
"金包珠巷","Jinbaozhu Ln."
"鹿場路","Luchang Rd."
"河北1路","Hebei 1st Rd."
"壯5路","Zhuang 5th Rd."
"平和4路","Pinghe 4th Rd."
"楠仔腳","Nanzaijiao"
"溝背","Goubei"
"溪寮路","Xiliao Rd."
"培育路","Peiyu Rd."
"松圳路","Songzun Rd."
"田美村","Tianmei Vil."
"溫江街","Wenjiang St."
"自強2路","Ziqiang 2nd Rd."
"大灣2街","Dawan 2nd St."
"崇德3路","Chongde 3rd Rd."
"昭宗路","Zhaozong Rd."
"仁善2街","Renshan 2nd St."
"執信2街","Zhixin 2nd St."
"建榮路","Jianrong Rd."
"敬南街","Jingnan St."
"荒野","Huangye"
"崎漏2街","Qilou 2nd St."
"仔","Zai"
"佳西路","Jiaxi Rd."
"環工1路","Huangong 1st Rd."
"林北街","Linbei St."
"大興商場","Dasing Market"
"吉祥街","Jixiang St."
"第三橫街","3rd Side St."
"吉利街","Jili St."
"大雅街","Daya St."
"鼎財","Dingcai"
"信7路","Xin 7th Rd."
"興安路","Xing’an Rd."
"集勇街","Jiyong St."
"中宅巷","Zhongzhai Ln."
"萬墩巷","Wandun Ln."
"福明街","Fuming St."
"秀東路","Xiudong Rd."
"港新巷","Gangxin Ln."
"中光路","Zhongguang Rd."
"崇孝街","Chongxiao St."
"公館農場","Gongguan Farm"
"富農街","Funong St."
"國際街","Guoji St."
"大學19街","Daxue 19th St."
"佛德街","Fode St."
"精科南路","Jingke S. Rd."
"光榮南路","Guangrong S. Rd."
"本淵路","Benyuan Rd."
"連成路","Liancheng Rd."
"貴陽路","Guiyang Rd."
"北坑路","Beikeng Rd."
"青埔巷","Qingpu Ln."
"腦寮庄","Naoliaozhuang"
"樹林6街","Shulin 6th St."
"海東十街","Haidong 10th St."
"福星1街","Fuxing 1st St."
"軍榮2街","Junrong 2nd St."
"北門口","Beimenkou"
"德聖路","Desheng Rd."
"永奉街","Yongfeng St."
"太興","Taixing"
"宏慶街","Hongqing St."
"鹿得5路","Lude 5th Rd."
"長生1街","Changsheng 1st St."
"平等3街","Pingdeng 3rd St."
"修正巷","Xiuzheng Ln."
"舊2路","Jiu 2nd Rd."
"彩虹路","Caihong Rd."
"蕃薯厝","Fanshucuo"
"新衙路","Xinya Rd."
"南雅東路","Nanya E. Rd."
"慶西路","Qingxi Rd."
"慈惠街","Cihui St."
"新社巷","Xinshe Ln."
"瑞隆街","Ruilong St."
"博文街","Bowen St."
"庄肚","Zhuangdu"
"德興4路","Dexing 4th Rd."
"順和路","Shunhe Rd."
"天池路","Tianchi Rd."
"湖美街","Humei St."
"大義6路","Dayi 6th Rd."
"光華北巷","Guanghua N. Ln."
"大灣街","Dawan St."
"義利街","Yili St."
"崇德三十街","Chongde 30th St."
"五谷","Wugu"
"獅座巷","Shizuo Ln."
"濟生街","Jisheng St."
"籃厝","Lancuo"
"二房","Erfang"
"文新巷","Wenxin Ln."
"國光南路","Guoguang S. Rd."
"和1街","He 1st St."
"仁德6街","Rende 6th St."
"青心路","Qingxin Rd."
"工業7路","Gongye 7th Rd."
"永義9街","Yongyi 9th St."
"三正路","Sanzheng Rd."
"福州4街","Fuzhou 4th St."
"立中3街","Lizhong 3rd St."
"浸水南街","Jinshui S. St."
"江波庭園","Jiangpo Tingyuan"
"佳安東路","Jia’an E. Rd."
"中和6路","Zhonghe 6th Rd."
"南窩路","Nanwo Rd."
"山腳仔","Shanjiaozai"
"過港巷","Guogang Ln."
"過溝中厝","Guogouzhongcuo"
"蜊埤路","Lipi Rd."
"凱旋市","Kaixuan Market Ln."
"百2街","Bai 2nd St."
"石園路","Shiyuan Rd."
"新生2街","Xinsheng 2nd St."
"西斗路","Xidou Rd."
"大順里","Dashun Vil."
"花旗1路","Huaqi 1st Rd."
"航勤北路","Hangqin N. Rd."
"三門巷","Sanmen Ln."
"南北2路","Nanbei 2nd Rd."
"新寮子","Xinliaozi"
"明賢路","Mingxian Rd."
"高城7街","Gaocheng 7th St."
"金陽街","Jinyang St."
"大廈巷","Daxia Ln."
"新莊洋","Xinzhuangyang"
"坑尾段","Sec. Kengwei"
"后里","Houli Rd."
"二十四份","Ershisifen"
"明正2街","Mingzheng 2nd St."
"中原東街","Zhongyuan E. St."
"六合1路","Liuhe 1st Rd."
"健行北1路","Jianxing N. 1st Rd."
"龍園5路","Longyuan 5th Rd."
"西興巷","Xixing Ln."
"棒球5街","Bangqiu 5th St."
"八甲","Bajia"
"大林街","Dalin St."
"下四南路","Xiasi S. Rd."
"船底窩","Chuandiwo"
"化日路","Huari Rd."
"大道路","Dadao Rd."
"光輝巷","Guanghui Ln."
"花源7街","Huayuan 7th St."
"副瀨","Fulai"
"武昌街","Wuchang St."
"漁港北1路","Yugang N. 1st Rd."
"美寧街","Meining St."
"南山坪","Nanshanping"
"永鳴路","Yongming Rd."
"東興4街","Dongxing 4th St."
"海東3街","Haidong 3rd St."
"寧漢1街","Ninghan 1st St."
"臺科路","Taike Rd."
"嘉濱路","Jiabin Rd."
"埔南街","Punan St."
"安農路","Annong Rd."
"鹽田","Yantian"
"貴陽街","Guiyang St."
"明光街","Mingguang St."
"慈惠路","Cihui Rd."
"安興","Anxing"
"北園2路","Beiyuan 2nd Rd."
"中社2街","Zhongshe 2nd St."
"過港子","Guogangzi"
"下洋仔","Xiayangzai"
"雙十巷","Shuangshi Ln."
"二擔","Erdan"
"中庄環路","Zhongzhuanghuan Rd."
"智安3街","Zhi’an 3rd St."
"文東1街","Wendong 1st St."
"金順街","Jinshun St."
"新逸巷","Xinyi Ln."
"程泰","Chengtai"
"大湖山莊街","Dahu Shanzhuang St."
"高峰巷","Gaofeng Ln."
"水門巷","Shuimen Ln."
"興安街","Xing’an St."
"國富","Guofu"
"秀水路","Xiushui Rd."
"大民街","Damin St."
"吉利路","Jili Rd."
"大興11街","Daxing 11th St."
"大雅路","Daya Rd."
"臨海1路","Linhai 1st Rd."
"光榮南街","Guangrong S. St."
"峰上","Fengshang"
"文奇路","Wenqi Rd."
"劉竹仔腳","Liuzhu Zaijiao"
"國宅","Guozhai"
"安美街","Anmei St."
"富農路","Funong Rd."
"中光街","Zhongguang St."
"上崙街","Shanglun St."
"金古3路","Jingu 3rd Rd."
"中央1街","Zhongyang 1st St."
"自強2街","Ziqiang 2nd St."
"崇德3街","Chongde 3rd St."
"僑育北街","Qiaoyu N. St."
"龍祥5路","Longxiang 5th Rd."
"崙子路","Lunzi Rd."
"長友巷","Changyou Ln."
"泥橋子","Niqiaozi"
"白猿坑","Baiyuankeng"
"芎林6街","Qionglin 6th St."
"下口湖","Xiakouhu"
"吉祥路","Jixiang Rd."
"林北路","Linbei Rd."
"正英5街","Zhengying 5th St."
"工業北6路","Gongye N. 6th Rd."
"國民8街","Guomin 8th St."
"河北1街","Hebei 1st St."
"橫坑巷","Hengkengxiangshengdi 4th Aly."
"精誠14街","Jingcheng 14th St."
"楓樹5街","Fengshu 5th St."
"安農7路","Annong 7th Rd."
"十五間","Shiwujian"
"大衛路","Dawei Rd."
"公明巷","Gongming Ln."
"愛5街","Ai 5th St."
"芳光巷","Fangguang Ln."
"立峰巷","Lifeng Ln."
"永貞路","Yongzhen Rd."
"宜文街","Yiwen St."
"大興西路","Daxing W. Rd."
"南順8街","Nanshun 8th St."
"保泰2街","Baotai 2nd St."
"王子街","Wangzi St."
"仕龍西巷","Shilong W. Ln."
"大林路","Dalin Rd."
"五德路","Wude Rd."
"三平路","Sanping Rd."
"北辰1街","Beichen 1st St."
"洪溪州","Hongxizhou"
"大中路","Dazhong Rd."
"北門3街","Beimen 3rd St."
"大長路","Dachang Rd."
"阿里","Alilao"
"三角潭","Sanjiaotan"
"美城路","Meicheng Rd."
"正心1路","Zhengxin 1st Rd."
"隋唐街","Suitang St."
"義大11街","Yida 11th St."
"寶元路","Baoyuan Rd."
"金門4街","Jinmen 4th St."
"武昌路","Wuchang Rd."
"花園北路","Huayuan N. Rd."
"高坪28街","Gaoping 28th St."
"大道街","Dadao St."
"朝明路","Chaoming Rd."
"梅高路","Meigao Rd."
"金敦街","Jindun St."
"葫蘆墩4街","Huludun 4th St."
"湖尾","Huwei"
"新旺2街","Xinwang 2nd St."
"豐田街","Fengtian St."
"民權新路","Minquanxin Rd."
"桃仔窩","Taozaiwo"
"富山巷","Fushan Ln."
"明賢街","Mingxian St."
"南平4街","Nanping 4th St."
"六雅街","Liuya St."
"南北2街","Nanbei 2nd St."
"盛和巷","Shenghe Ln."
"試驗所","Experiment Institute"
"過港隧道","Guogangsuidao"
"文學1街","Wenxue 1st St."
"新生2路","Xinsheng 2nd Rd."
"五間巷","Wujian Ln."
"中原東路","Zhongyuan E. Rd."
"民德路","Minde Rd."
"環美11街","Huanmei 11th St."
"籃城","Lancheng 6th Ln."
"六合1街","Liuhe 1st St."
"成德8街","Chengde 8th St."
"城中北街","Chengzhong N. St."
"仁安2街","Ren’an 2nd St."
"中南路","Zhongnan Rd."
"鎮北巷","Zhenbei Ln."
"嘉3街","Jia 3rd St."
"鳳蓮街","Fenglian St."
"石潭北街","Shitan N. St."
"工業7街","Gongye 7th St."
"和平5街","Heping 5th St."
"育善1街","Yushan 1st St."
"和1路","He 1st Rd."
"大振街","Dazhen St."
"太平西路","Taiping W. Rd."
"寮子部","Liaozibu"
"濟生路","Jisheng Rd."
"中投西路","Zhongtou W. Rd."
"青埔子","Qingpuzi"
"尚興路","Shangxing Rd."
"土城巷","Tucheng Ln."
"和城路","Hecheng Rd."
"一部路","Yibu Rd."
"豐林","Fenglin"
"德福街","Defu St."
"智南街","Zhinan St."
"沿海4路","Yanhai 4th Rd."
"蔡婆路","Caipo Rd."
"天池街","Tianchi St."
"秀才路","Xiucai Rd."
"國校前","Guoxiaoqian"
"恭敬路","Gongjing Rd."
"大利3路","Dali 3rd Rd."
"豐村","Feng Vil."
"仁中7街","Renzhong 7th St."
"石牛巷","Shiniu Ln."
"瑞隆路","Ruilong Rd."
"美工路","Meigong Rd."
"東英路","Dongying Rd."
"鐵道東巷","Tiedao E. Ln."
"新筏子頭","Xinfazitou"
"義利路","Yili Rd."
"上陰影窩","Shangyinyingwo"
"筧窩","Jianwo"
"籠山路","Longshan Rd."
"岡尾巷","Gangwei Ln."
"昇平街","Shengping St."
"黃帝街","Huangdi St."
"大灣路","Dawan Rd."
"研海街","Yanhai St."
"僑安街","Qiao’an St."
"建勇東街","Jianyong E. St."
"仁化街","Renhua St."
"苗專2路","Miaozhuan 2nd Rd."
"和線路","Hexian Rd."
"獻肚","Xiandu"
"海濱巷","Haibin Ln."
"國校巷","Guoxiao Ln."
"龍蘭街","Longlan St."
"民主14路","Minzhu 14th Rd."
"東隆二村","Donglong 2nd Vil."
"尊安街","Zun’an St."
"北林路","Beilin Rd."
"安寧街","Anning St."
"松埔北巷","Songpu N. Ln."
"過港坪","Guogangping"
"大排7路","Dapai 7th Rd."
"新央街","Xinyang St."
"公田","Gongtian"
"二棟","Erdong"
"二油路","Eryou Rd."
"公平路","Gongping Rd."
"羌子坑","Qiangzikeng"
"興田路","Xingtian Rd."
"長富路","Changfu Rd."
"居敬新村","Jujing Vil."
"忠明8街","Zhongming 8th St."
"平等東路","Pingdeng E. Rd."
"中埔5街","Zhongpu 5th St."
"榮田","Rongtian 2nd Ln."
"瑞城2街","Ruicheng 2nd St."
"榮佑路","Rongyou Rd."
"丹山2路","Danshan 2nd Rd."
"廠橫路","Changheng Rd."
"五間厝","Wujiancuo"
"縣政北路","Xianzheng N. Rd."
"北聖路","Beisheng Rd."
"南埔6街","Nanpu 6th St."
"英士2街","Yingshi 2nd St."
"石崩山","Shibengshan"
"東振村","Dongzhen Vil."
"下頭圍","Xiatouwei"
"園中路","Yuanzhong Rd."
"創造巷","Chuangzao Ln."
"玉興西街","Yuxing W. St."
"南華4街","Nanhua 4th St."
"花瓶嶼","Huapingyu"
"柯林6路","Kelin 6th Rd."
"友孝路","Youxiao Rd."
"福豐街","Fufeng St."
"信義南路","Xinyi S. Rd."
"東金巷","Dongjin Ln."
"和安巷","He’an Ln."
"德芳南2街","Defang S. 2nd St."
"色霧鬧","Sewunao"
"梅林1街","Meilin 1st St."
"九寮","Jiuliao"
"榴中路","Liuzhong Rd."
"廈莊1街","Xiazhuang 1st St."
"粗坑","Cukeng"
"芝田路","Zhitian Rd."
"杏林巷","Xinglin Ln."
"建龍1街","Jianlong 1st St."
"豐榮","Fengrong"
"蓮花路","Lianhua Rd."
"福恩路","Fu’en Rd."
"北投子","Beitouzi"
"鳳新街","Fengxin St."
"國姓路","Guoxing Rd."
"新墾丁路","Xinkending Rd."
"日南路","Rinan Rd."
"狀元街","Zhuangyuan St."
"大同巷","Datong Ln."
"民權12街","Minquan 12th St."
"福居街","Fuju St."
"維新東街","Weixin E. St."
"正南1街","Zhengnan 1st St."
"分水嶺路","Fenshuiling Rd."
"玉井街","Yujing St."
"東海路","Donghai Rd."
"大福路","Dafu Rd."
"顯會路","Xianhui Rd."
"盛市","Shengshi Rd."
"柑宅路","Ganzhai Rd."
"獅3路","Shi 3rd Rd."
"下比來","Xiabilai"
"中山2路","Zhongshan 2nd Rd."
"國富13街","Guofu 13th St."
"進德1街","Jinde 1st St."
"溝西","Gouxi"
"建蘭南路","Jianlan S. Rd."
"內厝2路","Neicuo 2nd Rd."
"臨海新路","Linhaixin Rd."
"中圍街","Zhongwei St."
"龍眼宅","Longyanzhai"
"仁立街","Renli St."
"久安中路","Jiu’an Central Rd."
"開發1路","Kaifa 1st Rd."
"民立2街","Minli 2nd St."
"梅洲2路","Meizhou 2nd Rd."
"桂忠街","Guizhong St."
"鎮國路","Zhenguo Rd."
"西甲中巷","Xijia Central Ln."
"武聖路","Wusheng Rd."
"宣武路","Xuanwu Rd."
"福星北1街","Fuxing N. 1st St."
"龍城3街","Longcheng 3rd St."
"仁福巷","Renfu Ln."
"蘆竹街","Luzhu St."
"南雄南路","Nanxiong S. Rd."
"新寶街","Xinbao St."
"公益街","Gongyi St."
"大中1路","Dazhong 1st Rd."
"英士路","Yingshi Rd."
"后頭","Houtou"
"料羅港","Liaoluogang"
"潮順路","Chaoshun Rd."
"昌平東4路","Changping E. 4th Rd."
"中新東路","Zhongxin E. Rd."
"嘉仁街","Jiaren St."
"頂圃街","Dingpu St."
"益源巷","Yiyuan Ln."
"溪崙街","Xilun St."
"寮北巷","Liaobei Ln."
"貿中街","Maozhong St."
"武平西街","Wuping W. St."
"富堵2路","Fudu 2nd Rd."
"內溪巷","Neixi Ln."
"福勇街","Fuyong St."
"聯福巷","Lianfu Ln."
"陽光街","Yangguang St."
"觀音","Guanyin"
"埔尾巷","Puwei Ln."
"普仁一村","Puren 1st Vil."
"口湖","Kouhu"
"體育街","Tiyu St."
"工業西路","Gongye W. Rd."
"宮和街","Gonghe St."
"新林1路","Xinlin 1st Rd."
"興文街","Xingwen St."
"增進巷","Zengjin Ln."
"永平南路","Yongping S. Rd."
"甘塘路","Gantang Rd."
"海原里","Haiyuan Vil."
"新展路","Xinzhan Rd."
"楊厝路","Yangcuo Rd."
"信興路","Xinxing Rd."
"嘉政8街","Jiazheng 8th St."
"衙信1街","Yaxin 1st St."
"富中路","Fuzhong Rd."
"將榮","Jiangrong"
"崇德17路","Chongde 17th Rd."
"保福1路","Baofu 1st Rd."
"五福3路","Wufu 3rd Rd."
"社教路","Shejiao Rd."
"惠民二村","Huimin 2nd Vil."
"內灣","Neiwan"
"西坪村","Xiping Vil."
"魚池街","Yuchi St."
"北太麻里","Beitaima Vil."
"永華十街","Yonghua 10th St."
"頂竹圍","Dingzhuwei"
"豐榮新城","Fengrong Xincheng"
"國際1路","Guoji 1st Rd."
"大農路","Danong Rd."
"孝悌路","Xiaoti Rd."
"山豬堀","Shanzhujue"
"義成巷","Yicheng Ln."
"福僑街","Fuqiao St."
"大成8街","Dacheng 8th St."
"新社坑","Xinshekeng"
"六畜","Liuxu"
"華中1街","Huazhong 1st St."
"大堀尾","Dajuewei"
"仁屋2街","Renwu 2nd St."
"秀蘭","Xiulan"
"至公路","Zhigong Rd."
"力行3街","Lixing 3rd St."
"清雲1街","Qingyun 1st St."
"圍內","Weinei"
"介壽東路","Jieshou E. Rd."
"文林4街","Wenlin 4th St."
"民政路","Minzheng Rd."
"許昌街","Xuchang St."
"三隆里","Sanlong Vil."
"東林甲攤","Donglin Jiatan"
"和昌街","Hechang St."
"南龍路","Nanlong Rd."
"建祥街","Jianxiang St."
"連城前","Lianchengqian"
"蔡厝","Caicuo"
"和勇街","Heyong St."
"平誠街","Pingcheng St."
"雅秀路","Yaxiu Rd."
"三信路","Sanxin Rd."
"小窩","Xiaowo"
"新部落","Xinbuluo"
"光州2街","Guangzhou 2nd St."
"忠順1街","Zhongshun 1st St."
"松河街","Songhe St."
"福田","Futian"
"俊賢街","Junxian St."
"高新街","Gaoxin St."
"松直街","Songzhi St."
"潭陽路","Tanyang Rd."
"潭南巷","Tannan Ln."
"福民巷","Fumin Ln."
"民富13街","Minfu 13th St."
"民有13街","Minyou 13th St."
"百年2街","Bainian 2nd St."
"下高遶","Xiagaorao"
"燕新5街","Yanxin 5th St."
"木坑","Mukeng"
"光華新路","Guanghuaxin Rd."
"二行1路","Erxing 1st Rd."
"文子巷","Wenzi Ln."
"犁頭巷","Litou Ln."
"草漯街","Caota St."
"南瑤路","Nanyao Rd."
"鼎順街","Dingshun St."
"坪腳巷","Pingjiao Ln."
"溪州1路","Xizhou 1st Rd."
"行健8路","Xingjian 8th Rd."
"中山2街","Zhongshan 2nd St."
"康樂市","Kangle Market"
"知卡宣大道2段","Zhikaxuan Blvd."
"社中街","Shezhong St."
"地下層店鋪","Dixiacengdianpu"
"東海街","Donghai St."
"大福街","Dafu St."
"興義路","Xingyi Rd."
"金華1街","Jinhua 1st St."
"信義南街","Xinyi S. St."
"新東路","Xindong Rd."
"寧夏西3街","Ningxia W. 3rd St."
"愛國東路","Aiguo E. Rd."
"埤周路","Pizhou Rd."
"股坑巷","Gukeng Ln."
"安林4街","Anlin 4th St."
"育才北路","Yucai N. Rd."
"延和巷","Yanhe Ln."
"海洋2路","Haiyang 2nd Rd."
"佳平巷","Jiaping Ln."
"安海街","Anhai St."
"大源17街","Dayuan 17th St."
"美勝2街","Meisheng 2nd St."
"鳳新路","Fengxin Rd."
"福恩街","Fu’en St."
"文成南街","Wencheng S. St."
"東興2街","Dongxing 2nd St."
"楓湖路","Fenghu Rd."
"光州路","Guangzhou Rd."
"雙連1段","Shuanglian Sec. 1"
"瀑布","Pubu"
"王甲路","Wangjia Rd."
"萬朝2路","Wanchao 2nd Rd."
"麻竹林","Mazhulin"
"平等東街","Pingdeng E. St."
"通川路","Tongchuan Rd."
"德莊街","Dezhuang St."
"上麒麟路","Shangqilin Rd."
"青溪2街","Qingxi 2nd St."
"港嘴1路","Gangzui 1st Rd."
"通霄巷","Tongxiao Ln."
"永吉6街","Yongji 6th St."
"長富街","Changfu St."
"鹿草路","Lucao Rd."
"公平街","Gongping St."
"赤西2街","Chixi 2nd St."
"蚊港","Wengang"
"海埔仔","Haipuzai"
"成仁街","Chengren St."
"下大堀","Xiadajue"
"新公館","Xingongguan"
"中崙4路","Zhonglun 4th Rd."
"築港路","Zhugang Rd."
"和興2街","Hexing 2nd St."
"玉峰村","Yufeng Vil."
"埤麻腳","Pimajiao"
"錦南街","Jinnan St."
"漢陽4街","Hanyang 4th St."
"西環路","Xihuan Rd."
"佛山路","Foshan Rd."
"松嶺街","Songling St."
"竹安2路","Zhu’an 2nd Rd."
"信富街","Xinfu St."
"西大路","Xida Rd."
"東興十街","Dongxing 10th St."
"公親寮","Gongqinliao"
"清洲6路","Qingzhou 6th Rd."
"裕孝3街","Yuxiao 3rd St."
"懷安","Huai’an"
"三美庄","Sanmeizhuang"
"德生街","Desheng St."
"中興新村","Zhongxing Vil."
"衛道4街","Weidao 4th St."
"頂湖7街","Dinghu 7th St."
"管仲南路","Guanzhong S. Rd."
"南揚街","Nanyang St."
"青園巷","Qingyuan Ln."
"秀岡2街","Xiugang 2nd St."
"水仔尾","Shuizaiwei"
"砲石","Paoshi"
"華5街","Hua 5th St."
"萬板路","Wanban Rd."
"鎮西路","Zhenxi Rd."
"嵩翠路","Songcui Rd."
"程香路","Chengxiang Rd."
"東川路","Dongchuan Rd."
"南龍街","Nanlong St."
"小埤2路","Xiaopi 2nd Rd."
"寶建路","Baojian Rd."
"國光","Guoguang 2nd Ln."
"永成西路","Yongcheng W. Rd."
"民政街","Minzheng St."
"鳳山崎","Fengshanqi"
"大崙尾","Dalunwei"
"舊庄巷","Jiuzhuang Ln."
"振興5路","Zhenxing 5th Rd."
"內田","Neitian"
"西引島","Xiyindao"
"營德路","Yingde Rd."
"俊賢路","Junxian Rd."
"土角巷","Tujiao Ln."
"富州巷","Fuzhou Ln."
"信敏路","Xinmin Rd."
"工西2路","Gongxi 2nd Rd."
"利澤路","Lize Rd."
"精進路","Jingjin Rd."
"科雅西路","Keya W. Rd."
"華盛3街","Huasheng 3rd St."
"華平路","Huaping Rd."
"國際1街","Guoji 1st St."
"中華4路","Zhonghua 4th Rd."
"大仁2街","Daren 2nd St."
"澄德路","Chengde Rd."
"九明街","Jiuming St."
"大昌2路","Dachang 2nd Rd."
"科技7路","Keji 7th Rd."
"龍泉1街","Longquan 1st St."
"永西路","Yongxi Rd."
"新疆路","Xinjiang Rd."
"岩板巷","Yanban Ln."
"榮泰街","Rongtai St."
